id,genres,production_companies,cast,crew,production_countries,spoken_languages,year,weekday,month,cast_power,cast_number,crew_number,spoken_languages_number,runtime,popularity,budget,imdb_rating,imdb_votes
3026,Crime Thriller,Universal_Pictures Amblin_Entertainment Cappa_Productions Tribeca_Productions,Robert_De_Niro Nick_Nolte Jessica_Lange Juliette_Lewis Joe_Don_Baker Robert_Mitchum Gregory_Peck Illeana_Douglas Fred_Dalton_Thompson Zully_Montero Martin_Balsam Craig_Henne Edgar_Allan_Poe_IV Antoni_Corone Roger_Pretto Parris_Buckner Will_Knickerbocker C.C._Costigan Domenica_Cameron-Scorsese Billy_D._Lucas Ken_Collins Linda_Perri Catherine_Scorsese Charles_Scorsese Ken_Waters Esther_Rolle Tamara_Jones,Bernard_Herrmann Henry_Bumstead Jack_G._Taylor_Jr. Robert_De_Niro Steven_Spielberg Kathleen_Kennedy Frank_Marshall Martin_Scorsese Ellen_Lewis Thelma_Schoonmaker Freddie_Francis Rita_Ryack Barbara_De_Fina Joseph_P._Reidy Skip_Lievsay Dorothy_J._Pearl Neal_Martz Kathy_Durning Alan_Hicks John_D._MacDonald John_D._MacDonald Wesley_Strick Phillip_V._Caruso Marissa_Littlefield Ellen_Jacoby Edouard_F._Henriques Edouard_F._Henriques Gene_Engels J.B._Jones Lyndell_Quiyou Gordon_Hayman Leon_Delaney Donna_Battersby_Greene Elizabeth_Lambert William_Hines Corey_B._Yugler Kathleen_Gerlach Don_Pulford Dianne_E._Collins,US,en,1991,Friday,Nov,33575164.589999996,27,39,1,128.0,10.302735,35000000,7.3,169878
3027,Fantasy Adventure Family,Columbia_Pictures,Tami_Erin David_Seaman Cory_Crow Eileen_Brennan Dennis_Dugan Dianne_Hull George_DiCenzo Dick_Van_Patten John_Schuck Branscombe_Richmond Fay_Masterson Carole_Kean Frank_Welker,Astrid_Lindgren Ken_Annakin Ken_Annakin Ken_Annakin Ken_Zemke Roland_'Ozzie'_Smith Gary_Mehlman Walter_Moshay Mishaal_Kamal_Adham Misha_Segal Garrison_True Jack_Senter Stephen_Myles_Berger Frederic_C._Weiler Jacqueline_Saint_Anne,SE US,en,1988,Wednesday,Jul,14540913.489999998,13,15,1,100.0,3.0781110000000003,5000000,6.0,3913
3028,Crime Thriller Drama,Zero_Gravity_Management Warner_Bros. Electric_City_Entertainment RatPac-Dune_Entertainment,Ben_Affleck Anna_Kendrick J.K._Simmons Jon_Bernthal Jeffrey_Tambor John_Lithgow Jean_Smart Cynthia_Addai-Robinson Andy_Umberger Alison_Wright Daeg_Faerch Inder_Kumar Michael_Beasley,Mark_A._Mangini Mark_A._Mangini Jeanne_McCarthy Nancy_Steiner Seamus_McGarvey Mark_Isham Douglas_A._Mowat Richard_Pearson Keith_P._Cunningham Goro_Koyama Andy_Malcolm Mary_F._Stankiewicz Gavin_O'Connor Janine_Gosselin Peter_Hawkins Mark_Williams Kate_Biscoe Matthew_Silva Nicole_Abellera John_Collins Daniel_Arkin Bill_Dubuque Linda_Matthews Thomas_Minton Peter_Oso_Snell Stacie_McKinnon Sandra_Fox Piero_Mura Heather_Sease Bruce_Lomet Chuck_Zlotnick Bob_Gorelick David_Emmerichs Michael_Nelson Josh_Bleibtreu Christopher_A._Schenck Mike_Tyson Gary_Summers Lori_Grabowski Justin_O'Neal_Miller Tracey_L._Miller-Smith Vanessa_Davis Sarah_Mays Eric_Tramp Lynette_Howell_Taylor Dustin_Fletcher Jennifer_Santiago Gabe_Hilfer Don_Steinberg Byron_Wilson Kristin_Berge Johnna_Thomas Lizzy_Jane_Klein Samantha_Liu Laura_Wong Gary_Holmes Connor_O'Malley Matthew_McGinn Melanie_Callaghan Brian_Shows Marshall_Richard_Krasser Kate_Emery Aida_Scuffle Sean_Thompson Bill_Johnson Brent_Conley,US,en,2016,Friday,Oct,26593911.03,13,66,1,128.0,13.465656,44000000,7.3,255215
3029,Drama Romance,Lama_Films United_King_Films,Ohad_Knoller Lior_Ashkenazi Orly_Silbersatz_Banai Oz_Zehavi Ola_Schur_Selektar Meir_Golan Shlomi_Ben_Attar Amir_Jerassi,Eytan_Fox Itay_Segal,IL,he,2012,Wednesday,May,481382.06000000006,8,2,1,84.0,1.162001,500000,7.0,2816
3030,Action Western,Morgan_Creek_Productions,Colin_Farrell Scott_Caan Ali_Larter Gabriel_Macht Gregory_Smith Kathy_Bates Timothy_Dalton Harris_Yulin Will_McCormack Ronny_Cox Terry_O'Quinn Nathaniel_Arcand Ty_O'Neal Joe_Stevens Barry_Tubb,Trevor_Rabin Michael_Tronick Barbara_Haberecht Pam_Dixon John_Rogers Russell_Boyd Roderick_Taylor Les_Mayfield John_Frick Luke_Reichle Cary_White,US,en,2001,Friday,Aug,21229052.94,15,11,1,94.0,10.855383,35000000,6.0,13814
3031,Romance Drama Comedy,Fortissimo_Films Process_Productions Q_Television,Sook-Yin_Lee Paul_Dawson PJ_DeBoy Jay_Brannan Lindsay_Beamish Raphael_Barker Peter_Stickles Ray_Rivas Bitch Shanti_Carson Justin_Hagan Miriam_Shor Bradford_Scobie Reg_Vermue Adam_Hardman Alan_Mandell Jan_Hilmer Stephen_Kent_Jusick Yolonda_Ross Jocelyn_Samson Daniela_Sea Rachael_C._Smith Derek_Jackson Jonathan_Caouette Mary_Beth_Peil Tristan_Taormino Justin_Bond,John_Cameron_Mitchell John_Cameron_Mitchell John_Cameron_Mitchell Frank_G._DeMarco Brian_A._Kates Howard_Gertler Tim_Perell Pamela_Hirsch Yo_La_Tengo Kurt_and_Bart,US,en,2006,Saturday,May,3198875.89,27,10,1,101.0,11.547748,2000000,6.4,31762
3032,Drama,Flicks_Motion_Pictures UTV_Motion_Pictures,Aamir_Khan Soha_Ali_Khan Alice_Patten Sharman_Joshi Kunal_Kapoor Atul_Kulkarni Madhavan Siddharth Kirron_Kher,Rakeysh_Omprakash_Mehra Rakeysh_Omprakash_Mehra Rakeysh_Omprakash_Mehra Ronnie_Screwvala David_Reid Binod_Pradhan Elaine_Grainger Samir_Chanda Samir_Chanda Andi_Arsyil_Rahman Ramnath_Shetty,IN,hi,2006,Thursday,Jan,1690964.75,9,11,1,157.0,4.102052,2200000,8.2,109702
3033,Drama Comedy Animation,Bill_Plympton_Studios,Charis_Michelsen Tom_Larson Richard_Spore,Bill_Plympton Bill_Plympton,US,en,1998,Friday,Aug,250.01000000000002,3,2,1,72.0,0.817002,250,7.1,1710
3034,Documentary,Pandora_Filmproduktion Monsoon_Films_Private_Limited Pan_Nalin_Pictures Sunrise_Filmvertriebs_AG,N/A,Pan_Nalin,IN CH DE,en hi,2001,Thursday,Sep,0.0,1,1,2,101.0,0.113042,300000,7.6,427
3035,Comedy Romance,Sundial_Pictures Votiv_Films Rooks_Nest_Entertainment A24,Jenny_Slate Jake_Lacy Gaby_Hoffmann Paul_Briganti Stephen_Singer Richard_Kind Polly_Draper Gabe_Liedman Cindy_Cheung Ernest_Mingione Cyrus_McQueen David_Cross Maciek_Jasik Jennifer_Kim Suzanne_Lenz Emily_Tremaine Stacey_Sargeant Brenda_Birkeland Kelly_Frances_Ramsey Judith_Reid Robert_Conant Karla_Conford Norm_Gennarelli Pat_Keegan Angeliki_Koutsos Jackline_F._Lamiscarre Eileen_Landsman Gail_Lott Peter_Mastando Giuseppe_Moreni Doris_Santera Frances_Silverglate Lucien_Wasserman Elise_Widerker Nicholas_Cirillo Diana_Clarke Samantha_Lifson Karen_Maine Bianca_Mitchell Linda_Morris Rachel_Oteo Sabrina_Petrov Anna_Powers Shannon_Richardson Gabrielle_Roberts Christina_Tirado Mika_Alexander Calaix_Alexander Ramses_Alexandre Carl_Banks Daniel_Bennett Blair_Beusman Mikaila_Beusman Michael_Bonfiglio Gregory_Brecher Lauren_Brown Leila_Ressler-Bunk Chelsea_Canavan Claire_Christerson Emmanuel_Christian Chris_Clarke Zachary_Collinger Valeria_Cogliania Daniel_DeBiasio David_Delarosa Mary_DelMarco Spencer_Dennis Derman_Deniz Tiffany_Dixon Allie_Dougharty Ryan_Edmunson Alexandra_Ellis Peter_Fairman Margaret_Farmer Michelle_Fetky Chloe_Fitzpatrick Joseph_Gabler Chad_Gardella Adrine_Georges Noel_Gretchin Lauren_Ver_Hage April_Hayes Ashley_Hernandez Samantha_Hernandez Sarah_Howard Kate_Hurwitz Julia_Keith Nicholas_Kemp Saodat_Khaimova Sara_Kiener Joeseph_Krings Justin_Lerner Joseph_Lindberg Bryan_Longchamp Crystal_Lonnenberg Katia_Maguire Bruce_McLaverty Octawie_Moore Amy_Novondo Suzanne_Oddo Melanie_√ñn Joseph_Passalucqua Karmenife_Gomez-Paulino Emily_Pena Joao_Perdoma Kevin_Perez Maresa_Poniteh Courtney_Pressler Giselle_Ramirez Judith_Reid Sarina_Roma Daniel_Rubenstein Sarah_Salih Jonathan_Sessa Joe_Sheperd Danielle_Sinay Conrad_Smith Lyra_Smith David_Teitel Noah_Terrien Frank_Tufano Alison_Vingiano Tiffany_Von_Higgins Elizabeth_Weitzer Jamie_Williams Jonathan_Wilson Jordan_Winsett Bryan_Woodward Isabel_Yellin Julie_Zimmer Franklin_Zitter,Suzanne_Smith Jenny_Slate Ramsey_Scott Brent_Stiefel Jessica_Kelly Sara_K._White Gillian_Robespierre Gillian_Robespierre Gillian_Robespierre Gillian_Robespierre Chris_Teague Casey_Brooks Chris_Bordeaux Evren_Catlin Karen_Maine Elisabeth_Holm Elisabeth_Holm David_Kaplan Stefan_Nowicki Michael_Sackler Sophie_Vickers Bridget_Rafferty Yuri_Yee Lucy_Munger Christine_Hooghuis,US,en,2014,Friday,Jun,17080139.47,131,25,1,83.0,6.480574,0,6.8,23470
3036,Science_Fiction Thriller,Screen_Australia Screen_Queensland Blacklab_Entertainment Wolfhound_Pictures,Ethan_Hawke Sarah_Snook Noah_Taylor Christopher_Kirby Madeleine_West Jim_Knobeloch Freya_Stafford Elise_Jansen Tyler_Coppin Christopher_Stollery Christopher_Sommers Kuni_Hashimoto Sara_El-Yafi Paul_Moder Grant_Piro Christopher_Bunworth Jamie_Gleeson Christina_Tan Dennis_Coard Milla_Simmonds Ruby_Simmonds Cate_Wolfe Ben_Prendergast Carmen_Warrington Sharon_Kershaw Charlie_Alexander-Powell Smith_Alexander-Powell Olivia_Sprague Katie_Avram Melissa_Avram Giordano_Gangl Tony_Nikolakopoulos Monique_Heath Sophie_Cusworth Finegan_Sampson David_Rock Richard_Whybrow Felicity_Steel Lucinda_Armstrong_Hall Maja_Sarosiek Vanessa_Crouch Eliza_D'Souza Sophie_Van_Den_Akker Madeleine_Dixon Hayley_Butcher Rebecca_Cullinan Alicia_Pavlis Ewa_Bartecki Arielle_O'Neill Alexis_Fernandez Kristie_Jandric Marky_Lee_Campbell Rob_Jenkins Raj_Sidhu Annabelle_Norman Scott_Norman Kristen_Norman Michael_Norman Louise_Talmadge Carolyn_Shakespeare-Allen Noel_Herriman Ray_Tiernan,Mitch_Deans Vanessa_Cerne Darrin_Keough Michael_Spierig Peter_Spierig Michael_Spierig Peter_Spierig Gary_Hamilton Paddy_McDonald Tim_McGahan Ben_Nott Leigh_Pickford Gretchen_Thornburn Mario_Vaccaro Dan_Maxwell Ben_King Cathy_Gallagher Michael_Spierig Michael_Burton James_M._Vernon Peter_Spierig Matt_Villa Matthew_Putland Robert_A._Heinlein Wendy_Cork Carly_Bojadziski James_Ashton Chris_Goodes Steve_Burgess Chris_Goodes Flavia_Dias_Riley Jeff_Gaunt Rangi_Sutton Matt_Kennedy Peter_Spierig Tess_Natoli Tess_Natoli Jamie_Leslie Alex_Francis Glenn_Newnham Brian_Pearce Andrew_Jerram Julie_Barton Scott_Warwick,AU,en,2014,Thursday,Aug,6970083.340000002,62,44,1,97.0,10.524204,5500000,7.5,247386
3037,Romance Music Family,Universal_Pictures Marc_Platt_Productions NuAmerica_Entertainment,Jessica_Alba Mekhi_Phifer Joy_Bryant Romeo_Miller David_Moscow Zachary_Isaiah_Williams Missy_Elliott Anthony_Sherwood Lonette_McKee Maestro Judi_Embden Alison_Sealy-Smith Scott_Neil Sarah_Francis Jull_Weber Kevin_Duhaney Brandi_Ward Fonzworth_Bentley Tracy_Dawson Laurieann_Gibson Shawn_Desman,Mark_Helfrich Michelle_Morris Jasna_Stefanovic John_R._Leonetti Aisha_Coley Mervyn_Warren Marc_Platt Susan_Matheson Emma_E._Hickox Billy_Higgins Andre_Harrell Bille_Woodruff Nicole_Brown Anastasia_Masaro Steven_Essam Alonzo_Brown Kim_Watson,US,en,2003,Monday,Nov,25558443.260000005,21,17,1,94.0,11.863954,18000000,5.4,42932
3038,Horror Mystery Thriller,Lakeshore_Entertainment Vertigo_Entertainment Diamond_Films Showtime_Networks STX_Entertainment,Lauren_Cohan Rupert_Evans James_Russell Jim_Norton Diana_Hardcastle Ben_Robson Jett_Klyne Lily_Pater Stephanie_Lemelin Matthew_Walker,Gary_Lucchesi Stacey_Menear Roy_Lee William_Brent_Bell Matt_Berenson Tom_Rosenberg Jim_Wedaa Richard_S._Wright Jackie_Shenoo Bear_McCreary Daniel_Pearl Brian_Berdan Julie_Hutchinson John_Willett James_Steuart Terry_Lewis Jori_Woodman Oren_Aviv Adam_Fogelson David_Kern John_Powers_Middleton Eric_Reid Robert_Simonds Donald_Tang Zhongjun_Wang Wang_Zhonglei Katri_Tahvanainen Sandra_Watson Michael_Baber Nicky_Hawthorne Scott_MacDonald David_Bukach Paul_Benjamin Ineke_Majoor Kaj_Steveman Anders_Freij Chase_Keehn John_Sievert Laura_Wiest Craig_Mann Hershel_Cohen Andy_Kaplan Joe_Ken Linda_Jones Erin_Froese Aja_Kai_Rowley Dan_Shea Cameron_Hilts,US CN CA,en,2016,Friday,Jan,8505900.97,10,48,1,97.0,17.028854,10000000,6.0,78155
3039,Animation Comedy Drama Family,StudioCanal La_Parti_Productions Les_Armateurs Melusine_Productions Maybe_Movies Gkids,Anne-Marie_Loop Lambert_Wilson Pauline_Brunner Patrice_Melennec Brigitte_Virtudes L√©onard_Louf Dominique_Maurin Yann_Lemadic F√©odor_Atkine Vincent_Grass Patrice_Dozier Jacques_Ciron Garance_Pauwels Romy_Beckman Delphina_Belle Susanne_Blakeslee Ashley_Boettcher Forest_Whitaker Mackenzie_Foy Lauren_Bacall Paul_Giamatti William_H._Macy Megan_Mullally Nick_Offerman Jeffrey_Wright,St√©phane_Aubier Vincent_Patar Benjamin_Renner Daniel_Pennac Didier_Brunner Henri_Magalon Vincent_Tavier Gabrielle_Vincent Stephan_Roelants Vincent_Courtois Zaza Zyk,BE FR LU,fr,2012,Wednesday,Dec,17697149.87,25,12,1,78.0,7.225778999999999,12516654,7.9,17990
3040,Animation Comedy Drama War,Film_Four_International British_Screen_Productions TVC_London Penguin_Books,Peggy_Ashcroft John_Mills Robin_Houston David_Dundas,Peter_Turner Jimmy_T._Murakami Raymond_Briggs Raymond_Briggs John_Coates Iain_Harvey Roger_Waters John_Cary Taylor_Grant Colin_Bowman Gary_McCarver Ted_Swanscott,GB,en,1986,Friday,Oct,85614.73,4,12,1,80.0,3.933121,0,7.7,9689
3041,Comedy Drama,Paramount_Pictures Denver_and_Delilah_Productions Indian_Paintbrush,Charlize_Theron Patton_Oswalt Patrick_Wilson Elizabeth_Reaser Collette_Wolfe Jill_Eikenberry Richard_Bekins Brian_McElhaney Mary_Beth_Hurt Kate_Nowlin Jenny_Dare_Paulin Rebecca_Hart Louisa_Krause Elizabeth_Ward_Land Hettienne_Park J.K._Simmons Ella_Rae_Peck Emily_Meade,Suzanne_Smith David_C._Robinson Carrie_Stewart John_Malkovich Nathan_Kahane Rolfe_Kent Kevin_Thompson Jason_Reitman Jason_Reitman Diablo_Cody Diablo_Cody Lianne_Halfon Mason_Novick Eric_Steelberg Dana_E._Glauberman Kelli_Konop Mateo_Messina Russell_Smith Steven_M._Rales Drew_Jiritano Jessica_Kelly Beth_Kono Michael_Ahern Helen_Estabrook Sandy_Hamilton Leann_Murphy Sha-Sha_Shiau Mary_Lee Mandy_Lyons Nuria_Sitja Tsigie_White Barbara_Hause Penelope_Laughman Laura_Wehrman Cynthia_Kurkowski Crystal_Thompson Mia_Neal Mary_Aaron Joe_Kupillas Bruce_J._Paquette James_Wassmann,US,en,2011,Friday,Dec,16521310.620000001,18,41,1,94.0,6.142913,12000000,6.2,79475
3042,Action Crime Drama Thriller,Orion_Pictures Hemdale_Film,James_Woods Brian_Dennehy Victoria_Tennant Allison_Balson Paul_Shenar George_Coe Anne_Pitoniak Mary_Carver Kathleen_Lloyd Sully_Boyar Charles_Tyner E._Brian_Dean Jeffrey_Josephson Edward_Blackoff Seymour_Cassel,John_Flynn Jay_Ferguson Fred_Murphy David_Rosenbloom Diane_Dimeo Michael_McLean Larry_Cohen Carter_DeHaven John_Daly Derek_Gibson Gene_Rudolf Robert_Howland Budd_Carr Fritz_Braden Lorey_Sebastian Christopher_Tufty Chris_Butler Marilyn_Bailey Allan_K._Rosen Rick_Kline Donald_O._Mitchell Kevin_O'Connell Bill_Phillips Lee_Alexander,US,en,1987,Friday,Sep,7692509.01,15,24,1,95.0,2.173823,0,6.5,4625
3043,Horror Thriller Comedy,Dimension_Films Mark_Canton_Productions Intellectual_Properties_Worldwide,Danielle_Panabaker Matt_Bush Katrina_Bowden Jean-Luc_Bilodeau David_Koechner Chris_Zylka David_Hasselhoff Christopher_Lloyd Paul_Scheer Gary_Busey Clu_Gulager Irina_Voronina Sylvia_Jefferies Alisa_Harris Ving_Rhames Adrian_Martinez Paul_James_Jordan Meagan_Tandy Sierra_Fisk Jenna_Hurt,Nancy_Nayor Patrick_Melton Marcus_Dunstan Joel_Soisson Joel_Soisson Elia_Cmiral Mark_Canton Kirk_M._Morri Josh_Stolberg John_Gulager Ermanno_Di_Febo-Orsini Alisa_Fredericks Marc_Toberoff Jackie_Johnson Bo_Webb Trip_Brock Pete_Goldfinger Alexandre_Lehmann Martin_Bernfeld Peter_D._Lago Devin_C._Lussier Ian_Shedd Mike_Flicker Matt_Friedman John_Copeman Alexander_Pugh David_Beavis Catherine_Bayley Carol_Cutshall Amber_Harley Thurston_Edwards Jason_Salzman Richard_Glasser Victor_M._Giarrusso Kari_Delaney Holly_Sago Cecilia_Veradi Emma_Madeline_Ross Jeff_Lietz,US,en,2012,Friday,May,21622219.04,20,39,1,83.0,5.6152050000000004,5000000,3.7,39505
3044,Comedy,TF1_Films_Production Same_Player Studio_Canal Cinéfrance_1888,Lambert_Wilson Franck_Dubosc Florence_Foresti Guillaume_de_Tonqu√©dec J√©r√¥me_Commandeur Val√©rie_Crouzet Sophie_Duez Lionel_Abelanski Marc_Fayet Antoine_Blanquefort Nabiha_Akkari Lysiane_Meis St√©phane_De_Groodt,H√©ctor_Cabello_Reyes Eric_Lavaine Eric_Lavaine,FR,fr,2014,Wednesday,Apr,8280732.630000001,13,3,1,98.0,4.707275,6000000,6.1,2514
3045,Action Adventure Science_Fiction,Paramount_Pictures Marvel_Studios,Chris_Evans Hugo_Weaving Tommy_Lee_Jones Hayley_Atwell Sebastian_Stan Dominic_Cooper Samuel_L._Jackson Stanley_Tucci Toby_Jones Natalie_Dormer Amanda_Righetti Richard_Armitage Bruno_Ricci Neal_McDonough Derek_Luke Kenneth_Choi J._J._Feild Stan_Lee Michael_Brandon Martin_Sherman William_Hope Lex_Shrapnel Oscar_Pearce Nicholas_Pinnock Marek_Oravec David_Bradley Leander_Deeny Sam_Hoare Jenna_Coleman Sophie_Colquhoun Simon_Kunz Kieran_O'Connor Doug_Cockle Ben_Batt Mollie_Fitzgerald Damon_Driver David_McKail Amanda_Walker Richard_Freeman Katherine_Press Sergio_Covino Marcello_Walton Anatole_Taubman Jan_Pohl Erich_Redman Rosanna_Hoult Naomi_Slights Kirsty_Mather Laura_Haddock James_Payton Ronan_Raftery Nick_Hendrix Luke_Allen-Gale Jack_Gordon Ben_Uttley Patrick_Monckeberg,Alan_Silvestri Rick_Heinrichs John_Dexter Priscilla_John Reese_Spensley Sarah_Finn Joe_Johnston Joe_Johnston Shelly_Johnson Robert_Dalva Anthony_J._Ciccolini_III Christopher_Markus Stephen_McFeely Anna_B._Sheppard Stan_Lee Kevin_Feige Shannon_Mills Nigel_Gostelow Suzie_F._Wiesmann Vincent_Guisetti Andy_Nicholson Jeffrey_Ford Francine_Segal Phil_Harvey Randi_Hiller Chris_Lowe Louis_D'Esposito Alan_Fine David_Maisel Victoria_Alonso John_Bush Albert_Gasser Stephen_Hunter_Flick Jason_Knox-Johnston Dean_Clegg Mitchell_Bell Stephen_Broussard Richard_Whelan Kiran_Pallegadda Jeff_Muhlstock Gian_Ganziano Ken_Crouch Vincent_Cirelli Jonathan_Fawkner Phil_Sims Randy_L._Childs Barry_Gibbs Martin_Gaskell Katie_Gabriel Darren_Fitzsimons Florian_Gellinger Richard_Selway Scott_Millan Tyson_Bidner Mike_Stassi Susan_Dudeck Patricia_Klawonn Alessandro_Cioffi Jay_Maidment Steve_Dent Helen_Xenopoulos Larry_Kemp Susie_Allnutt Thomas_Nittmann Daniel_P._Rosen Jon_Johnson Craig_Barron Ian_Whiteford John_Higgins John_Berri Barbara_McDermott George_Peters Daniel_Pagan Richard_Higham Sam_Breckman Felix_Crawshaw Cameron_Sharp Ruben_Malaret John_Marzano Paul_Stemmer Pamela_Kahn Brian_Baverstock Howell_Gibbens Steve_Griffith David_Parker Cheryl_Eckert Linda_D._Flowers Shari_Ratliff Monika_Schellenberge Jean_Harter Blake_Maslin Craig_Whiteford Jason_W._Jennings Suhail_Kafity David_A._Arnold Lisa_J._Levine Beverly_Austin Jonathan_Harb Aaron_Rhodes Kosta_Saric Kathy_Siegel Rob_Woiwod Christopher_Townsend Melinka_Thompson-Godoy Robert_Pinnow Votch_Levi Alexandra_Daunt_Watney Douglas_Bloom Pete_Bebb Thomas_Baber Casey_Allen Pouyan_Navid Pavel_Pranevsky Matthew_Sampson Pete_Cavaciuti Pete_Cavaciuti David_Richert Henry_Tirl Henry_Tirl Des_Whelan David_Knox Dan_Riffel Kevin_Edland Wayne_Leach Emma_McCleave Thomas_Calderon Ali_James Kathryn_Donovan Tom_Crooke Emma_Pill Chris_O'Connell Jane_Wu Scott_F._Johnston Brian_N._Bentley Brian_Avery,US,fr no en,2011,Friday,Jul,127348285.71000001,56,135,3,124.0,19.323582000000002,140000000,6.9,727011
3046,Romance Thriller,The_Rank_Organisation Reteitalia Sovereign_Pictures Erre_Produzioni,Christopher_Walken Rupert_Everett Natasha_Richardson Helen_Mirren Manfredi_Aliquo David_Ford Danielle_Franco Rossana_Canghiari Mario_Cotone Giancarlo_Previati Antonio_Serrano,Paul_Schrader Angelo_Badalamenti Dante_Spinotti Harold_Pinter,IT GB US,en,1990,Monday,Jan,2004164.4200000002,11,4,1,107.0,2.069497,0,6.3,4546
3047,War Action Adventure Drama Romance Thriller,Warner_Bros.,Humphrey_Bogart Walter_Brennan Lauren_Bacall Dolores_Moran Hoagy_Carmichael Sheldon_Leonard Marcel_Dalio Walter_Sande Dan_Seymour Eugene_Borden Lance_Fuller Maurice_Marsac Ron_Randell Walter_Szurovy Aldo_Nadi Jack_Chefe Adrienne_D'Ambricourt Jean_De_Briac Marcel_De_La_Brosse Elzie_Emanuel Harold_Garrison Fred_Farrell Suzette_Harbin Sir_Lancelot Paul_Marion Louis_Mercier George_Suzanne Crane_Whitley Chef_Milani Pedro_Regas Patricia_Shay Emmett_Smith George_Sorel Marguerita_Sylva Pat_West,Jack_Warner Franz_Waxman Perc_Westmore Harvey_Parry Jules_Furthman Howard_Hawks Howard_Hawks Oliver_S._Garretson Leonid_Raab Lance_Fuller William_Faulkner Sidney_Hickox Christian_Nyby Don_Siegel Leo_F._Forbstein William_Lava Milo_Anderson Ernest_Hemingway Frederick_de_Cordova Eric_Stacey Casey_Roberts Rex_Wimpy Whitman_Chambers Charles_David_Forrest Charles_Novi Robert_Vreeland Russell_Llewellyn George_Suzanne Chuck_Hansen Joe_Stinton Robert_G._Wayne Jack_Sullivan Roy_Davidson Edward_Ullman Mac_Julian Dudie_Maschmeyer Gerald_W._Alexander Mike_Joyce,US,en fr,1944,Wednesday,Oct,1119479.35,35,38,2,100.0,10.003167,0,7.8,30451
3048,Action Crime Drama Thriller,International_Production_Company True_Grit_Productions Zero_Gravity_Management Pierce/Williams_Entertainment,Paul_Walker Cameron_Bright Vera_Farmiga Chazz_Palminteri Karel_Roden Johnny_Messner Ivana_Miliƒçeviƒá Alex_Neuberger Michael_Cudlitz Bruce_Altman Elizabeth_Mitchell Arthur_J._Nascarella John_Noble Idalis_DeLe√≥n David_Warshofsky,Arthur_Coburn Mark_Isham Andreas_Grosch Stewart_Hall Sammy_Lee Andreas_Schmid Brett_Ratner Matt_Luber Wayne_Kramer Wayne_Kramer James_Whitaker Andrew_Pfeffer Michael_A._Pierce Toby_Corbett,DE US,en ru,2006,Friday,Jan,13916116.79,15,14,2,122.0,7.435544,17000000,7.4,96341
3049,Comedy Family Science_Fiction Drama,David_Foster_Productions TriStar_Pictures,Fisher_Stevens Michael_McKean Cynthia_Gibb Jack_Weston Tim_Blaney Don_Lake Damon_D'Oliveira Robert_LaSardo Gerard_Parkes,Conrad_Buff_IV John_McPherson David_Foster Gary_Foster Michael_MacDonald Brent_Maddock S._S._Wilson Charles_Fox Kenneth_Johnson,US,en,1988,Wednesday,Jul,3398637.87,9,9,1,110.0,7.346769999999999,0,5.8,23507
3050,Drama Music,Paramount_Pictures Robert_Stigwood_Organization_(RSO),John_Travolta Karen_Lynn_Gorney Barry_Miller Joseph_Cali Julie_Bovasso Sam_Coppola Denny_Dillon Robert_Costanzo Fran_Drescher Donna_Pescow Val_Bisoglio Paul_Pape Bruce_Ornstein Martin_Shakar Nina_Hansen Lisa_Peluso Bert_Michaels Robert_Weil Shelly_Batt,Robert_Stigwood John_Badham David_Rawlins Ralf_D._Bode Norman_Wexler Nik_Cohn Barry_Gibb Robin_Gibb Maurice_Gibb Bee_Gees,US,en it,1977,Friday,Dec,5821959.5600000005,19,10,2,118.0,13.657204,3500000,6.8,70222
3051,Action Crime Drama Thriller,Nu_Image_Films Mondofin_B.V. End_Productions,Eric_Roberts Joe_Pantoliano Tia_Carrere Tony_Curtis Clarence_Williams_III William_Forsythe Chris_Rock Kevin_Bernhardt Kieran_Mulroney,Anthony_B._Richmond Richard_Trevor Kevin_Bernhardt Brian_Grant Carter_Blanchard Fan√©e_Aaron Paul_A._Edwards Dana_Allyson Claude_Gaudette Geno_Havens Guy_Greville-Morris,US,en fr ru,1995,Thursday,Oct,5183962.5200000005,9,11,3,98.0,0.825042,50,5.6,1333
3052,Comedy,Motion_Picture_Corporation_of_America Artisan_Entertainment,Cuba_Gooding_Jr. Horatio_Sanz Roselyn_S√°nchez Vivica_A._Fox Maurice_Godin Roger_Moore Victoria_Silvstedt Lin_Shaye Jennifer_Gareis Zen_Gesner Ken_Hudson_Campbell Richard_Roundtree Bob_Gunton,Mort_Nathan Mort_Nathan William_Bigelow Frank_H√ºbner Brad_Krevoy Sabine_de_Mardt Gerhard_Schmidt Andrew_Sugerman Robert_Folk Shawn_Maurer John_Axness Henrik_Fett Mark_L._Mitchell Mark_S._Driscoll Andreas_Korth Petra_Jorgensen Astrid_Wirth Roger_Mussenden Tim_Chappel Manfred_Lohmar Uli_Hanisch Anita_Cannella Jason_George Michael_Mullane Rudy_Pi Aaron_Levy Jim_Fitzpatrick Jed_M._Dodge Robert_Getty Charles_William_Breen,DE US,en es sv,2002,Tuesday,Oct,10567549.78,13,30,3,94.0,6.515316,20000000,4.9,30055
