cast,revenue,castPower
Sophia_Bush,29363.7,29363.7
Nicholas_Braun,33177.8 2312992.14 803768.68 25190.46,793782.27
Georgia_King,39801.65 1109861.81 4134496.8,1761386.75
Tom_Goodman-Hill,45016.17 4345105.01,2195060.59
Gregor_Bloéb,52012.25,52012.25
Adam_Bousdoukos,52025.66,52025.66
Ken_Duken,53995.21 1195628.15,624811.68
Jo_Martin,55493.96 1772870.37,914182.17
Rebecca_Lacey,60134.48,60134.48
Chandra_Ruegg,68933.26,68933.26
Alex_MacQueen,81089.87 237072.39 2010762.66 38039.8,591741.18
Mike_Goodenough,100917.71,100917.71
Steve_Furst,132938.42,132938.42
Graham_Lee,136099.56,136099.56
Tara_Dakides,154636.19,154636.19
Abbie_Dunn,162373.61,162373.61
Patrick_Finger,409755.17,409755.17
Jason_Statham,277828.82 356956.81 35022061.4 260740.55 49119.83 1087831.98 29399.45 33692.78 198143.88 57334.53 7677536.91 181242.6 97982.11 5201886.03 619934.21 652.39 91859.83 25030.52 758590.32 443529.27 1583608.71,2574045.85
Amber_Valletta,3085818.75,3085818.75
Kate_Nauta,3957985.77 10249101.07,7103543.42
Alessandro_Gassman,5248946.62,5248946.62
François_Berléand,5476667.83 394244.18 22.89,1956978.3
Robert_Small,7547771.62 12613.71 1247687.49 9485810.24,4573470.76
Matthew_Modine,10673121.54 950.58 169838.59 57040.99 1235155.45 194781.35 7867.98,1762679.5
Jason_Flemyng,11185472.7 353667.28 541356.69 23466.09 7486455.92 818717.16 51877.69 7190.03 1629282.79 386938.05,2248442.44
Keith_David,12057537.96 853185.96 3388230.23 8071.56 326766.73 415942.94 2473589.05 25182.48 1194315.57 667229.02 457552.67 136873.62 786488.33 33007337.21 1162069.93 767806.65 1407768.87 16392462.31 3092436.3 5276457.12 1166601.81,4050662.21
Ron_Madoff,25656487.38 525584.08 3833600.72 6647016.62,9165672.2
Gary_Oldman,268290.29 127417.63 322793.28 181290.17 543581.58 6728.69 792619.39 256071.26 291806.43 1377071.4 372565.3 7409.47 10108.52 109821.73 770626.69,362546.79
William_Hurt,291654.52 9408653.82 333332.97 772273.48 1719478.68 1860844.8 10111.87 141474.94 820468.23 72957.94 167313.08 890317.33 1959466.29,1419103.69
Matt_LeBlanc,702540.63 277.43,351409.03
Mimi_Rogers,1338811.17 43800.91 365406.9 1373045.59 17031.72 599961.13 5436.2,534784.8
Heather_Graham,1679950.28 14844031.38 329622.15 123809.49 167538.76 1287934.93 3183400.88 2066285.29 141.11 1630418.97,2531313.32
Lacey_Chabert,3024442.91 715417.4 546729.43 51450.83 19935377.01,4854683.52
Jack_Johnson,3347112.9,3347112.9
Jared_Harris,4198252.26 233454.89 1241.81 644.09 145354.0 348050.17 365584.36 663137.49 1261807.79,801947.43
Mark_Goddard,4333396.78,4333396.78
Lennie_James,4534226.87 1260562.97 3436302.94 309201.25 1225261.87 308228.01 64365.96,1591164.27
Marta_Kristen,5660855.82,5660855.82
June_Lockhart,7162903.22,7162903.22
Adam_Sims,7279943.67,7279943.67
Angela_Cartwright,8351805.38,8351805.38
John_Sharian,9256054.07 180356.13 2675605.38,4037338.53
Abigail_Canton,9336660.31,9336660.31
Richard_Saperstein,10276638.21,10276638.21
Dick_Tufeld,13027436.12,13027436.12
Gary_A._Hecker,13275422.91,13275422.91
Edward_Fox,28813024.69 1946.57 95573.0 61697.6 55597.24 48692.15,4846088.54
Dana_Kimmell,128779.12 37348.26,83063.69
Paul_Kratka,264591.11,264591.11
Tracie_Savage,333604.12,333604.12
Jeffrey_Rogers,567703.31,567703.31
Catherine_Parks,613407.15,613407.15
Larry_Zerner,666840.31,666840.31
Rachel_Howard,731147.6,731147.6
David_Katims,781899.66,781899.66
Nick_Savage,1558054.25,1558054.25
Gloria_Charles,2050199.05,2050199.05
Kevin_O'Brien,2118614.23,2118614.23
Richard_Brooker,2728299.05,2728299.05
Steve_Susskind,3190800.19,3190800.19
David_Wiley,4099578.14,4099578.14
Perla_Walter,7539138.79,7539138.79
Anne_Gaybis,9317410.92,9317410.92
Calvin_Lee_Reeder,50.04 4348694.31,2174372.17
Lane_Hughes,62.67 1416677.65,708370.16
Adam_Wingard,233.36 125.84,179.6
Hannah_Fierman,435.26,435.26
Mike_Donlan,465.83,465.83
Joe_Sykes,482.38,482.38
Drew_Sawyer,526.54,526.54
Jas_Sams,610.04,610.04
Joe_Swanberg,782.9 9.24 143940.36 582.36 95100.78,48083.13
Sophia_Takal,1052.0,1052.0
Kate_Lyn_Sheil,1272.73 298.2 1499666.44,500412.46
Drew_Moerlein,1327.9,1327.9
Jason_Yachanin,1499.38,1499.38
Helen_Rogers,1767.37 890.15,1328.76
Chad_Villella,2597.98,2597.98
Matt_Bettinelli-Olpin,3179.59,3179.59
Tyler_Gillett,3346.06,3346.06
Paul_Natonek,3391.98,3391.98
Nicholas_Tecosky,3482.21,3482.21
Nicole_Erb,3541.62,3541.62
John_Walcutt,3713.91 3983395.31,1993554.61
Bilal_Mir,3955.66,3955.66
Damion_Stephens,4977.74,4977.74
Koz_McRae,5251.15,5251.15
Eric_Curtis,6503.65,6503.65
Nicole_Boccumini,7281.98,7281.98
Lisa_Marie_Thomas,8163.17,8163.17
Melinda_Fleming,8361.38,8361.38
Rob_Mosca,9871.82,9871.82
Kentucker_Audley,12156.71 13.7 15124.3,9098.24
Max_Perlich,156.44 2680588.52,1340372.48
Lesley-Ann_Brandt,182.0,182.0
Matt_Knudsen,199.44,199.44
Rick_Overton,208.52 92238.49 43252.03 13637.77 633746.92 667545.71 460802.35 569633.58,310133.17
Rance_Howard,303.54 451179.09 883990.15 10595830.17 18193053.3 2023826.22 318415.73 91637.91 3956296.67 681414.88 1015977.85 125335.36,3194771.74
Jamie_Wozny,378.29,378.29
Lonnie_Henderson,422.06,422.06
Brent_Pope,530.38,530.38
Tim_Abell,580.22 1806526.6,903553.41
Melissa_McCarty,607.38,607.38
Daniel_Roebuck,700.12 6599.38 840267.71 1825936.25 1863665.49,907433.79
Sean_Patrick_Flanery,972.58 399.79 654.16 9202468.68,2301123.8
Natalie_Zea,1049.74,1049.74
Angeline-Rose_Troy,1450.57,1450.57
Adam_Baldwin,1500.52 250925.36 3030.2 3166.64,64655.68
Thomas_Ian_Nicholas,1643.31 415040.09 87453.09 299776.24,200978.18
Veronica_Cartwright,1939.57 6426113.15 115350.48 303520.02 18707842.83 2164501.27,4619877.89
Christopher_Lloyd,2074.96 4862761.16 51400.54 33006.54 3094629.91 122396.37 3283657.09,1635703.8
Juliet_Landau,2111.36 18109.07,10110.22
Nathan_Meister,46333.97,46333.97
Peter_Feeney,50751.31,50751.31
Danielle_Mason,143823.46,143823.46
James_Ashcroft,167248.53,167248.53
Mick_Rose,309843.94,309843.94
Tammy_Davis,316791.29,316791.29
Glenis_Levestam,417130.91,417130.91
Tandi_Wright,428155.19 2365862.19,1397008.69
Matthew_Chamberlain,441773.07,441773.07
Oliver_Driver,509430.56,509430.56
Nick_Fenton,649067.85,649067.85
Min_Windle,711639.84,711639.84
Ian_Harcourt,755727.09 3341641.53,2048684.31
Larry_Drake,44115.85 290355.92 1269144.64,534538.8
Holly_Marie_Combs,112136.93 99990.83 2021982.5,744703.42
Cliff_DeYoung,180309.7 62918.12 1058299.55 968120.48 1104372.12,674803.99
Glenn_Quinn,206583.62,206583.62
Keith_Diamond,246640.52,246640.52
Richard_Bradford,249792.52 16719.64 128658.72 55589.32 658304.73 2435935.41 681595.62 276645.94 1842568.47,705090.04
Michelle_Johnson,269846.45 1505709.98,887778.21
Nancy_Fish,303666.84 16510533.02 1225926.13 15660149.92,8425068.98
Sara_Melson,368188.41,368188.41
Zoe_Trilling,394698.62,394698.62
Darin_Heames,785428.67 54195.39,419812.03
Deborah_Tucker,1001424.37,1001424.37
Doug_E._Doug,1147091.17 1674152.98,1410622.07
Denise_Barnes,1393023.22,1393023.22
John_Vickery,1700486.13 903158.54,1301822.33
Steve_Martin,545271.7 135908.27 153981.06 80877.59 948123.81 411544.1 15268.05 5180410.96 84045.05 796208.45 1800622.12,922932.83
Campbell_Scott,1158471.13 1935492.44 426583.8,1173515.79
Ben_Gazzara,2069620.43 253786.48 230354.87,851253.93
Rebecca_Pidgeon,2355353.69 967534.31,1661444.0
Ricky_Jay,3079118.42 592371.53 3811.13 1029082.76 1413120.67 1743297.71,1310133.7
Felicity_Huffman,4627294.63 100268.72 554457.12,1760673.49
Daniel_Radcliffe,25090.34 1187.86 201680.6 2097557.25 57526.56,476608.52
Zoe_Kazan,32652.93 12.22 462169.25 5080.57 6612665.85,1422516.16
Rafe_Spall,44072.0 756488.91 23177.46 455768.02 70932.26 2841927.7,698727.73
Megan_Park,68300.49,68300.49
Adam_Driver,78424.89 62443.16 74970.49 7418.65 15555.16,47762.47
Jemima_Rooper,88171.42 113048.58 4758135.22,1653118.41
Meghan_Heffern,136597.41 438270.68,287434.04
Jordan_Hayes,166716.36,166716.36
Mackenzie_Davis,179103.5 400.69 2353426.09 30369.25,640824.88
Vanessa_Matsui,186569.24 29300396.06,14743482.65
Sarah_Gadon,194483.12 609253.37 2233640.2 1716340.75 3508.3,951445.15
Lucius_Hoyos,200523.54,200523.54
Tommie-Amber_Pirie,200923.24,200923.24
Jonathan_Cherry,202826.06 759019.74 3783.0 582452.33,387020.28
Rebecca_Northan,258872.06,258872.06
Oona_Chaplin,268015.38 20312396.63 14405.09,6864939.03
Adam_Fergus,380534.87,380534.87
Sam_Moses,389706.72 3837051.42,2113379.07
Ennis_Esmer,403990.03,403990.03
Mike_Wilmot,532562.87 4690.76,268626.82
George_Tchortov,560434.05 804572.06,682503.06
Tamara_Duarte,913120.2,913120.2
Rosalind_Feldman,940417.03,940417.03
Don_Ritter,1394892.23,1394892.23
Judd_Nelson,2807.83 743497.83 4771467.04 6517.26 407206.81,1186299.35
Peter_Cullen,10875.6 3057566.73 13051602.59 865027.85 13738368.76 2879004.72,5600407.71
Frank_Welker,13286.68 28835399.31 36165516.82 5648388.97 803731.11 5266422.48 3023395.72 24301231.44 1368379.91 869728.92 1304469.31 8762587.02 544937.33 18884332.94 89750616.34 2956051.39 20715358.54 29511172.24 2025291.27 17463075.96,14910668.69
Leonard_Nimoy,21486.88 1134789.02 557661.24 2206738.67 8310071.83 433396.0 6254432.31,2702653.71
Orson_Welles,29741.22 241976.14 3513.86 54706.03 2336188.3 18768.98 1993390.34,668326.41
Eric_Idle,40524.11 0.0 166343.41 11113876.17 1269354.91,2518019.72
Robert_Stack,40533.04 103639.43,72086.24
Norman_Alden,42888.11 19674.73,31281.42
Jack_Angel,46960.15 786869.29 11375154.59 16635.95,3056405.0
Michael_Bell,58474.24 16149090.43 527395.57,5578320.08
Gregg_Berger,80488.02,80488.02
Susan_Blu,87913.97,87913.97
Lionel_Stander,91315.58,91315.58
"John_Moschitta,_Jr.",105421.48,105421.48
Buster_Jones,107009.11,107009.11
Paul_Eiding,112298.11 10143542.86,5127920.48
Neil_Ross,119029.75 3104421.61 2364227.06 1389048.92,1744181.83
Scatman_Crothers,122296.7 1236015.24,679155.97
Casey_Kasem,123796.72 686317.12,405056.92
Dan_Gilvezan,156247.81,156247.81
Corey_Burton,167753.13 348033.06 7366971.88 7661858.2 1391560.58 7922.26,2824016.52
Roger_C._Carmel,170525.81 312665.6 92190.03,191793.81
Stanley_Jones,188060.45,188060.45
Chris_Latta,237574.7,237574.7
Arthur_Burghardt,240234.98,240234.98
Don_Messick,320685.07 214374.65,267529.86
Ed_Gilbert,349713.86 704403.42,527058.64
Clive_Revill,353995.84 22057.52,188026.68
Hal_Rayle,480911.89,480911.89
David_Mendenhall,605165.45,605165.45
Victor_Caroli,660932.05,660932.05
Ben_Affleck,509566.54 42031.32 464675.1 14353.75 870893.45 804388.47 11343.59 164479.04 632895.61 51391.07 26989.25 24058.99 2831.69 2784.43 6754162.41 2254660.1,789469.05
Samuel_L._Jackson,4520508.41 33961.81 21287327.51 2314537.54 137.86 1726627.48 2549017.23 613094.87 191541.03 12646.66 14123278.31 13337146.52 632.76 2657509.61 2646210.54 321878.76 30735.47 15240456.0 6971.97 38769.27 16328212.56 948486.69 316085.06 1478949.34 1205439.55 14468767.3 1184119.24 16182.48 31541.16 375741.47,3933550.48
Kim_Staunton,5032819.78 1184335.87,3108577.83
Toni_Collette,5247798.9 268674.7 307.3 228981.05 30424.22 1495072.31 5733622.14 180943.49 44472.5 125127.09 694085.89 2829624.6 48249.2 24015.63,1210814.22
Sydney_Pollack,5712921.0 2527971.29 2141997.51 46723.5 674048.39 3868433.62 1084431.96,2293789.61
Matt_Malloy,6484200.71 4082046.72 411333.86 2379912.17,3339373.37
John_Benjamin_Hickey,11997116.13 9629144.18 172993.41 13924.13 2130297.74 103326.4 203042.77,3464263.54
Amanda_Peet,12998855.64 276849.99 692302.45 30804.26 376395.83 68625.92 76820.97 551356.5 1272598.26 156.36 9114668.98 25227.8 11080346.58,2812693.04
Michael_Pitt,14539632.7 4289098.93 551395.64 14956.39 1142174.01,4107451.53
Myra_Lucretia_Taylor,18483690.36 2203493.07 5708516.83,8798566.75
François_Cluzet,1336916.27 99285.3 324097.73 176381.04,484170.09
Omar_Sy,3574860.86 714596.39 4084.76 1551439.05 1181210.35,1405238.28
Audrey_Fleurot,3913204.08 1367126.26,2640165.17
Anne_Le_Ny,4026424.2,4026424.2
Clotilde_Mollet,4050587.27,4050587.27
Alba_Gaïa_Kraghede_Bellugi,4756646.35,4756646.35
Cyril_Mendy,5171426.74,5171426.74
Christian_Ameri,5205567.97,5205567.97
Marie-Laure_Descoureaux,5659825.53,5659825.53
Salimata_Kamate,5932677.88,5932677.88
Absa_Diatou_Toure,6270748.71,6270748.71
Dominique_Daguier,6446048.49,6446048.49
François_Caron,6639042.6,6639042.6
Thomas_Solivéres,7965394.13,7965394.13
Grégoire_Oestermann,8673658.5,8673658.5
Dorothée_Brière,9770456.99,9770456.99
Joséphine_de_Meaux,10930888.05 36253.49,5483570.77
Emilie_Caen,12107173.41,12107173.41
Caroline_Bourg,12132439.31,12132439.31
Sylvain_Lazard,14015459.87,14015459.87
Jean-François_Cayrey,14895719.9,14895719.9
Ian_Fenelon,16820385.51,16820385.51
Renaud_Barse,17462104.99 118.43,8731111.71
François_Bureloup,19418596.26,19418596.26
Nicky_Marbot,22654478.75,22654478.75
Benjamin_Baroche,22843801.21 4140041.83,13491921.52
Jérôme_Pauwels,26045774.16,26045774.16
Antoine_Laurent,27567029.82 18.18,13783524.0
Fabrice_Mantegna,28420643.66,28420643.66
Hedi_Bouchenafa,29057809.89,29057809.89
Michel_Winogradoff,29082699.77 55854779.95,42468739.86
Elliot_Latil,33632379.87,33632379.87
Daniel_Auteuil,70409.15 3361019.7,1715714.43
Juliette_Binoche,785829.0 25554.36 54773.72 108859.12 71818.39 2076825.03 11883.0 119973.62 1383.42,361877.74
Annie_Girardot,846289.23,846289.23
Bernard_Le_Coq,863683.93 4026.4,433855.17
Daniel_Duval,1208598.53,1208598.53
Maurice_Bénichou,1697216.08 746533.79,1221874.94
Walid_Afkir,1838690.14,1838690.14
Lester_Makedonsky,2069786.35,2069786.35
Nathalie_Richard,2444184.94,2444184.94
Denis_Podalydès,2574187.0,2574187.0
Caroline_Baehr,2797444.57,2797444.57
Christian_Benedetti,4446164.92,4446164.92
Loïc_Brabant,5920160.79,5920160.79
Aïssa_Maïga,8437355.38 540891.2,4489123.29
Vin_Diesel,307523.18 936111.61 771483.37 26222.99 4145.75 203000.78 309596.72 942224.82 467892.83 32139.59 53585.47,368538.83
Rose_Leslie,510856.99 720.04,255788.51
Elijah_Wood,897914.88 1432627.4 1903178.91 1316169.47 1651070.52 1615872.35 243249.69 19443.41 7.45 13314.08 485895.39 12175644.5 4711587.68,2035844.29
Ólafur_Darri_Ólafsson,1159282.67,1159282.67
Rena_Owen,1357523.23 21779597.69 2758.31 18286807.39,10356671.66
Julie_Engelbrecht,1494385.61,1494385.61
Michael_Caine,1989551.83 1143695.45 4263302.72 438677.27 112866.47 12555.0 27619.85 218957.78 646992.75 2644057.94 471508.29 88016.04 539.37 7873.49 68403.28 937260.92 295031.83 109857.15 19933.33 1015517.09,725610.89
Joseph_Gilgun,2063096.98 506378.47 101977.7,890484.38
Isaach_De_Bankolé,3798502.19 755492.88 6397091.3 367076.59 10234897.64 370767.91 83972.24,3143971.54
Sloane_Coombs,4069665.7,4069665.7
Dawn_Olivieri,4750286.74 11378951.98,8064619.36
Inbar_Lavi,5201506.62,5201506.62
Bex_Taylor-Klaus,5325780.37,5325780.37
Aimee_Carrero,7306052.92,7306052.92
Armani_Jackson,7870884.44,7870884.44
Samara_Lee,9245909.62,9245909.62
Stephanie_Bertoni,10700398.38,10700398.38
Kurt_Angle,10827281.0 201476.27 864505.41,3964420.89
David_Whalen,14976096.68 2827876.11 1283808.89,6362593.89
Jack_Erdie,16341253.35 3542422.25 113984.21 4796386.53,6198511.58
Toussaint_Raphael_Abessolo,16354003.23,16354003.23
Allegra_Carpenter,20389153.38 1572623.35 9984636.14,10648804.29
Eric_Jacobus,4.81,4.81
Julian_Barratt,16.56 6498.35 719.08,2411.33
Ian_Virgo,24.14,24.14
Miguel_Ángel_Muñoz,29.6,29.6
Dana_Meinrath,32.15,32.15
Richard_Hardisty,37.8,37.8
Sherry_Lara,45.95,45.95
Francisco_Barreiro,91.64,91.64
Julija_Steponaitytė,92.0,92.0
Michael_Isokpan,92.45,92.45
Ehigiator_Joy_Nosa,95.31,95.31
Patrick_Daniel,117.83 1814783.51,907450.67
Lauren_Molina,126.11,126.11
Michael_Dragon_Vincent,139.77,139.77
Aki_Morita,161.51,161.51
Bryan_Connolly,173.95,173.95
Jordan_D._Morris,180.6,180.6
Jess_Lane,183.02,183.02
André_Hennicke,193.56 526131.59,263162.58
Victoria_Broom,202.55,202.55
Alan_McKenna,216.13 1295551.14 1220906.83,838891.37
Tristan_Risk,239.36,239.36
James_McDougall,258.12,258.12
Mark_Grossman,316.6,316.6
Jason_Edmiston,346.81,346.81
Jano_Badovinac,358.7,358.7
Béatrice_Dalle,443.93 5289.37,2866.65
Tess_Maury,471.95,471.95
Sakurako_Mizuki,613.98,613.98
Delphine_Roussel,784.17,784.17
Nicholas_Amer,1079.95 16961.81,9020.88
Chris_Tucker,630442.52 148482.27 421409.08 139262.13 376453.91 159928.66,312663.09
Jackie_Chan,824648.69 83986.31 56883.36 1469392.78 93503.36 906618.58 212.6 240283.94 13208.45 3865290.47 692922.91,749722.86
Hiroyuki_Sanada,1784290.99 316620.78 57655.13 1796361.66 568654.75 202926.3,787751.6
Yvan_Attal,3713801.44,3713801.44
Roman_Polanski,4000276.44,4000276.44
Zhang_Jingchu,4027156.47,4027156.47
Philip_Baker_Hall,4780103.16 311586.4 81531.02 9329038.08 160058.95 20622699.41 7420473.69 9526.47 4603504.2 3047310.04 25581562.93 351728.52 4326584.5 1220422.79,5846152.15
Noémie_Lenoir,5453956.35,5453956.35
Sarah_Shahi,5572959.82 208888.4 147147.34 3332327.29,2315330.71
Youki_Kudoh,8877788.7 926680.51,4902234.6
Tzi_Ma,14626250.89 1546306.39 4041378.44 407490.66 9113175.21 48053.8 103565.66,4269460.15
Dana_Ivey,16955177.79 1013783.09 1638506.35 1437879.7 1582548.16 10258684.37,5481096.58
Henry_O,22235416.04 11672870.65 1771451.2,11893245.96
Mia_Tyler,23481923.65,23481923.65
Michael_Chow,26231910.72 5187915.46 10774085.34,14064637.17
Kentaro,49016777.44 5434836.13 313328.28,18254980.62
Ann_Christine,62425935.02 2324220.96,32375077.99
Chris_Sarandon,557951.71 2047202.97 293825.05 2768427.68 328536.88,1199188.86
Catherine_Chan,1080593.09,1080593.09
Robert_John_Burke,1113481.49 896795.78 1355190.04 30410.63 1037868.58 4119202.28,1425491.47
Anson_Mount,1151263.67 343769.76 1329270.06 333520.79 465.7,631658.0
Reggie_Lee,1245760.26 4500717.54 39830749.33 5977434.3,12888665.36
Joseph_Sikora,1263652.45 1154102.65 4303.75,807352.95
Igor_Jijikine,2353293.35 7219414.38 3197768.94 1376797.04,3536818.43
Elissa_Middleton,3527705.86,3527705.86
Jack_Gwaltney,3607287.21 5246703.23,4426995.22
Barry_Bradford,3890820.85,3890820.85
Jay_Giannone,5780864.32 72356.85,2926610.58
Laurence_Covington,6363262.69,6363262.69
Matt_O'Toole,7057656.18 3666141.02 101227.99,3608341.73
Kate_Hudson,1119.59 463668.96 2234209.87 160.92 3438.17 10097.5 28546.25,391605.89
Frances_O'Connor,1179.48 116.94 1127561.7 2862.53 1477467.92 12748231.31,2559569.98
Tommy_Tiernan,1892.08,1892.08
Stuart_Townsend,3287.22 103841.9,53564.56
Cathleen_Bradley,3345.52,3345.52
Brendan_Dempsey,3713.81 4353997.18,2178855.49
Charlotte_Bradley,7976.86,7976.86
Rosaleen_Linehan,8445.7,8445.7
Alan_Maher,10125.33,10125.33
Kathy_Downes,10791.72,10791.72
Donal_Beecher,14452.32,14452.32
Roger_Gregg,16098.67,16098.67
Stewart_Roche,16126.47,16126.47
Aoife_Maloney,19019.27,19019.27
Paul_Cotrulia,33984.96,33984.96
Dustin_Hoffman,1442319.81 1084648.31 29187.26 53686.85 159530.08 13413906.06 252883.55 1089053.37 3898563.82 15055.19 71829.76 7172.31 41504.01,1658410.8
Rene_Russo,1662394.03 305241.0 1142740.01 551432.51 1597305.54,1051822.62
Morgan_Freeman,3465771.24 718.09 4609672.56 49476.06 1505045.24 459030.32 943088.06 661682.03 388968.51 63574.97 77505.23 356172.63 451063.39 3241887.7 12875.9 6087.84 1381317.57 59449.55 36713.02 857073.81 456163.7 186281.05 469.75 1013719.56 352327.6 2067675.22 156430.71,846675.6
Cuba_Gooding_Jr.,7295923.56 635981.17 1611366.32 255555.11 61747288.59 3359221.79 489598.54 277093.64,9459003.59
Donald_Sutherland,7844419.77 1464111.84 2521047.05 13313.73 489788.53 751300.59 30829.98 728861.31 344209.32 904749.38 383070.5 3500356.05 2449797.11 2077896.44 2414631.06,1727892.18
Patrick_Dempsey,11940123.77 1549316.56 275132.32 1244.2 46805.96 1937804.32 12141819.29 15768.89 5779.02,3101532.7
Benito_Martinez,14042588.67 1203.45 5004771.04 8120.18,4764170.83
Malick_Bowens,14841600.47 3456775.51,9149187.99
Zakes_Mokae,16120315.85 1090567.4 1332208.98 347689.09 2514667.87,4281089.84
Bruce_Jarchow,23162505.45,23162505.45
Dale_Dye,23412432.29 3654307.41 126418.04 584884.36 1952576.12 19412273.85,8190482.01
Conrad_Bachmann,24290307.37 8960721.34,16625514.36
Susan_Lee_Hoffman,35205102.66 6990820.11,21097961.38
Jah_Shams,1928.36,1928.36
Mary_Grace,2529.66,2529.66
Masashi_Nagadoi,21676.54,21676.54
Dave_Edwards,25107.58,25107.58
Jon_Briddell,40857.86,40857.86
Charlton_Heston,96.51 577269.08 52703.43 33365.73 44315.79 257600.96 17445603.62 25735330.79 116092.75 34976.92 22474.68 377422.23,3724771.04
Richard_Harris,109.01 477701.04 159219.89 528208.1 7950390.1 194048.64 3681.06 1192415.88 4238533.08,1638256.31
Jim_Hutton,138.43,138.43
James_Coburn,376.64 29961992.82 6346.97 0.96 3242935.19 34846.12 117551.85 1093031.73 1143046.29,3955569.84
Michael_Anderson_Jr.,419.31 712741.79,356580.55
Senta_Berger,574.03,574.03
Mario_Adorf,692.12,692.12
Brock_Peters,811.37 13107.29 20640746.04,6884888.23
Warren_Oates,871.56 699283.02 1360.12,233838.23
Ben_Johnson,897.59 2213.91 283.28 1534157.59 40071.76,315524.83
R._G._Armstrong,1327.45 171107.42 262333.89 162943.01,149427.94
